genus,myc
Serratula,AM
Serruria,NM
Sersalisia,AM
Sertifera,ORC
Sesamoides,NM
Sesamothamnus,AM
Sesamum,AM
Sesbania,AM
Seseli,AM
Seselopsis,AM
Sesleria,AM
Sesleriella,AM
Sessea,AM
Sesuvium,AMNM
Setaria,AM
Setariopsis,AM
Setchellanthus,NA
Sevada,AMNM
Severinia,AM
Sextonia,AM
Seychellaria,AM
Seymeria,AMNM
Seymeriopsis,AMNM
Seyrigia,AM
Shafera,AM
Shaferocharis,AM
Sheareria,AM
Sheilanthera,AM
Shepherdia,AM
Sherardia,AM
Sherbournia,AM
Shibataea,AM
Shinnersia,AM
Shinnersoseris,AM
Shirakiopsis,AM
Shiuyinghua,AM
Shonia,AM
Shorea,EM
Shortia,EM
Shoshonea,AM
Shuteria,AM
Siamanthus,AM
Siamosia,AMNM
Siapaea,AM
Sibangea,AM
Sibara,NM
Sibbaldia,AM
Sibbaldianthe,AM
Sibbaldiopsis,AM
Sibiraea,AM
Sibthorpia,AMNM
Sicana,AM
Sicrea,AM
Sicydium,AM
Sicyos,AM
Sicyosperma,AM
Sida,AM
Sidalcea,AM
Sidasodes,AM
Sidastrum,AM
Siderasis,AMNM
Sideritis,AM
Sideroxylon,AM
Sidotheca,AMNM
Siebera,AM
Siegesbeckia,AM
Siegfriedia,EM
Siemensia,AM
Siemssenia,AMEM
Sievekingia,ORC
Sieversandreas,AM
Sieversia,AM
Sigesbeckia,AM
Sigmatanthus,AM
Sigmoidotropis,AM
Silaum,AM
Silene,AMNM
Silentvalleya,AM
Siler,AM
Silicularia,NM
Siliquamomum,AM
Siloxerus,AMEM
Silphium,AM
Silvianthus,AM
Silviella,AMNM
Silvorchis,ORC
Silybum,AM
Simaba,AM
Simarouba,AM
Simethis,AM
Simicratea,AM
Simira,AM
Simmondsia,AM
Simocheilus,EM
Simplicia,AM
Simsia,AM
Sinacalia,AM
Sinadoxa,AM
Sinapidendron,NM
Sinapis,NM
Sinclairia,AM
Sinclairiopsis,AM
Sincoraea,AMNM
Sindechites,AM
Sindora,AM
Sindoropsis,AM
Sinephropteris,AMNM
Singchia,ORC
Sinningia,AM
Sinoadina,AM
Sinoarundinaria,AM
Sinobambusa,AM
Sinocalycanthus,AM
Sinocarum,AM
Sinochasea,AM
Sinocrassula,AMNM
Sinocurculigo,AM
Sinodielsia,AM
Sinodolichos,AM
Sinofranchetia,AM
Sinojackia,AM
Sinojohnstonia,AMNM
Sinoleontopodium,AM
Sinolimprichtia,AM
Sinomenium,AM
Sinopanax,AM
Sinopodophyllum,AM
Sinopteris,AM
Sinoradlkofera,AM
Sinosassafras,AM
Sinosenecio,NA
Sinosophiopsis,NM
Sinoswertia,AM
Sinowilsonia,AM
Siolmatra,AM
Sipanea,AM
Sipaneopsis,AM
Sipapoantha,AM
Siparuna,AM
Siphanthera,AM
Siphocampylus,AM
Siphocodon,AM
Siphocranion,AM
Siphonandra,EM
Siphonandrium,AM
Siphoneugena,AM
Siphonochilus,AM
Siphonodon,AM
Siphonostegia,AMNM
Siphonychia,AMNM
Sipolisia,AM
Siraitia,AM
Sirhookera,ORC
Sirindhornia,ORC
Sirochloa,AM
Sison,AM
Sisymbrella,NM
Sisymbriopsis,NM
Sisymbrium,NM
Sisyndite,AMNM
Sisyranthus,AM
Sisyrinchium,AM
Sisyrolepis,AM
Sium,NM
Skeptrostachys,ORC
Skiatophytum,AMNM
Skimmia,AM
Skottsbergianthus,NM
Skytanthus,AM
Sladenia,AM
Sleumerodendron,NM
Sloanea,AM
Smallanthus,AM
Smeathmannia,AM
Smelophyllum,AM
Smelowskia,NM
Smicrostigma,AMNM
Smilax,AM
Smirnowia,AM
Smithia,AM
Smithiantha,AM
Smithsonia,ORC
Smitinandia,ORC
Smodingium,AM
Smyrniopsis,AM
Smyrnium,AM
Smythea,AM
Snowdenia,AM
Soaresia,AM
Sobennikoffia,ORC
Sobolewskia,NM
Sobralia,ORC
Socotrella,AM
Socratea,AM
Socratina,NM
Soejatmia,AM
Soemmeringia,AM
Sogerianthe,NM
Sohnsia,AM
Solandra,AM
Solanecio,AM
Solanopteris,AMNM
Solanum,AM
Solaria,AM
Soldanella,AM
Soleirolia,AMNM
Solena,AM
Solenangis,ORC
Solenanthus,AM
Solenidium,ORC
Solenocarpus,AM
Solenocentrum,ORC
Solenogyne,AM
Solenomelus,AM
Solenophora,AM
Solenopsis,AM
Solenostemma,AM
Solidago,AM
Solidago<e6>virgaurea,AM
Solidaster,AM
Soliva,AM
Sollya,AM
Solmsia,AM
Solms-laubachia,NM
Solonia,AM
Solori,AM
Sommera,AM
Sommerfeltia,AM
Sommieria,AM
Somrania,AM
Sonchus,AM
Sonderothamnus,AM
Sondottia,AMEM
Sonerila,AM
Sonneratia,AM
Sophiopsis,NM
Sophora,AM
Sopubia,NM
Soranthus,AM
Sorbaria,AM
Sorbaronia,AM
Sorbocotoneaster,AM
Sorbopyrus,AM
Sorbus,AM
Sorghastrum,AM
Sorghum,AM
Soridium,AM
Sorindeia,AM
Sorocea,AM
Sorocephalus,NM
Soroseris,AM
Soroveta,AMNM
Soterosanthus,ORC
Sotoa,ORC
Soulamea,AM
Souliea,AM
Souroubea,AM
Sowerbaea,AM
Soyauxia,AM
Soymida,AM
Spachea,AM
Spananthe,AM
Spaniopappus,AM
Sparattanthelium,AM
Sparattosperma,AM
Sparattosyce,AM
Sparaxis,AM
Sparganium,AMNM
Sparrmannia,AM
Spartina,AMNM
Spartium,AM
Spartochloa,AM
Spatalla,NM
Spathacanthus,AMNM
Spathandra,AM
Spathantheum,AMNM
Spathanthus,AM
Spathelia,AM
Spathia,AM
Spathicarpa,AMNM
Spathionema,AM
Spathiostemon,AM
Spathiphyllum,AMNM
Spathodea,AM
Spathoglottis,ORC
Spatholirion,AMNM
Spatholobus,AM
Specklinia,ORC
Speea,AM
Spegazziniophytum,AM
Speirantha,AM
Spelaeanthus,AM
Spenceria,AM
Speranskia,AM
Spergula,AMNM
Spergularia,AMNM
Spermacoce,AM
Spermadictyon,AM
Spermolepis,AM
Spetaea,AM
Sphacanthus,AMNM
Sphaenolobium,AM
Sphaeradenia,AMNM
Sphaeralcea,AM
Sphaeranthus,AMNM
Sphaerantia,AMEM
Sphaereupatorium,AM
Sphaerobambos,AM
Sphaerocardamum,NM
Sphaerocaryum,AM
Sphaerocionium,AM
Sphaerocoma,AMNM
Sphaerocoryne,AM
Sphaerolobium,AMEM
Sphaeromeria,AM
Sphaerophysa,AM
Sphaeropteris,AM
Sphaerorrhiza,AM
Sphaerosacme,AM
Sphaerosciadium,AM
Sphaerostephanos,AM
Sphaerostylis,AM
Sphaerothylax,NM
Sphagneticola,AM
Sphallerocarpus,NA
Sphalmium,NM
Sphedamnocarpus,AM
Spheneria,AM
Sphenocarpus,AM
Sphenocentrum,AM
Sphenoclea,NM
Sphenodesme,AM
Sphenomeris,AM
Sphenopholis,AM
Sphenopus,AM
Sphenosciadium,AM
Sphenostemon,AM
Sphenostylis,AM
Sphenotoma,EM
Sphinctacanthus,AMNM
Sphinctanthus,AM
Sphinctospermum,AM
Sphinga,AM
Sphyranthera,AM
Sphyrarhynchus,ORC
Sphyrospermum,EM
Spicantopsis,AM
Spiculaea,ORC
Spigelia,AM
Spilanthes,AM
Spiloxene,AM
Spinacia,AMNM
Spinifex,AM
Spiniluma,AM
Spiracantha,AM
Spiradiclis,AM
Spiraea,AM
Spiraeanthemum,AM
Spiraeanthus,AM
Spiraeopsis,AM
Spiranthera,AM
Spiranthes,ORC
Spirella,AM
Spirobassia,AMNM
Spirodela,AMNM
Spirogardnera,AMNM
Spirolobium,AM
Spiropetalum,AM
Spirorhynchus,NM
Spirospermum,AM
Spirostachys,AM
Spirostegia,AMNM
Spirostigma,AMNM
Spirotecoma,AM
Spirotropis,AM
Spodiopogon,AM
Spondianthus,AM
Spondias,AM
Spongiocarpella,AM
Spongiola,ORC
Spongiosperma,AM
Sporadanthus,AMNM
Sporobolus,AM
Sporoxeia,AM
Spragueanella,NM
Sprekelia,AM
Sprengelia,EM
Spryginia,NM
Spuriodaucus,AM
Spuriopimpinella,AM
Spyridium,EM
Squamellaria,AM
Squamopappus,AM
Szovitsia,AM
Staavia,AM
Staberoha,AMNM
Stachyandra,AM
Stachyanthus,AM
Stachyarrhena,AM
Stachycephalum,AM
Stachydeoma,AM
Stachyothyrsus,AM
Stachyphrynium,AM
Stachys,AM
Stachystemon,AM
Stachytarpheta,AM
Stachyurus,AM
Stackhousia,AM
Stadiochilus,AM
Stadmania,AM
Staehelina,AM
Staelia,AM
Stahlia,AM
Staintoniella,NM
Stalkya,ORC
Staminodianthus,AM
Standleya,AM
Standleyacanthus,AMNM
Standleyanthus,AM
Stanfieldiella,AMNM
Stanfordia,NM
Stangeria,AM
Stanhopea,ORC
Stanleya,NM
Stanmarkia,AM
Staparesia,AM
Stapelia,AM
Stapelianthus,AM
Stapeliopsis,AM
Stapfiella,AM
Stapfiophyton,AM
Stapfochloa,AM
Staphisagria,AM
Staphylea,AM
Stapletonia,AM
Stathmostelma,AM
Statice,AM
Staudtia,AM
Stauntonia,AM
Stauracanthus,AM
Stauranthera,AM
Stauranthus,AM
Staurochlamys,AM
Staurogyne,AMNM
Stawellia,AM
Stayneria,AMNM
Stebbinsoseris,AM
Steenisia,AM
Steenisioblechnum,AM
Stefanoffia,AM
Steganotaenia,AM
Steganthera,AM
Stegnogramma,AM
Stegnosperma,AM
Stegolepis,AM
Steinbachiella,AM
Steinchisma,AM
Steirachne,AM
Steiractinia,AM
Steirodiscus,AM
Steiropteris,AM
Stelechocarpus,AM
Stelestylis,AMNM
Stelis,ORC
Stellaria,AMNM
Stellariopsis,AM
Stellera,AM
Stelmagonum,AM
Stemodia,AM
Stemodiopsis,AMNM
Stemona,AM
Stemonocoleus,AM
Stemonoporus,EM
Stemonurus,AM
Stenachaenium,AM
Stenandriopsis,AMNM
Stenandrium,AM
Stenanona,AM
Stenanthemum,EM
Stenanthium,AM
Stenaria,AM
Stenia,ORC
Stenocactus,AM
Stenocarpus,NM
Stenocereus,AM
Stenochlaena,AM
Stenocline,AM
Stenocoelium,AM
Stenodon,AM
Stenodrepanum,AM
Stenoglottis,ORC
Stenogonum,AMNM
Stenogrammitis,NA
Stenogyne,AM
Stenolepia,AM
Stenoloma,AM
Stenomeris,AM
Stenomesson,AM
Stenopadus,AM
Stenopetalum,NM
Stenophalium,AM
Stenops,AM
Stenoptera,ORC
Stenorrhynchos,ORC
Stenosemis,AM
Stenosepala,AM
Stenoseris,AM
Stenosiphonium,AMNM
Stenosolenium,AMNM
Stenospermation,AMNM
Stenostachys,AM
Stenostegia,AM
Stenostelma,AM
Stenostephanus,AMNM
Stenostomum,AM
Stenotaenia,AM
Stenotaphrum,AM
Stenothyrsus,AMNM
Stenotis,AM
Stenotus,AM
Stenotyla,ORC
Stephanachne,AM
Stephanandra,AM
Stephania,AM
Stephanocaryum,AMNM
Stephanocereus,AM
Stephanococcus,AM
Stephanodaphne,AM
Stephanodoria,AM
Stephanomeria,AM
Stephanopodium,AM
Stephanostegia,NA
Stephanostema,AM
Stephanothelys,ORC
Stephanotis,AM
Steptorhamphus,AM
Sterculia,AM
Stereocaryum,AM
Stereochilus,ORC
Stereochlaena,AM
Stereosandra,ORC
Stereospermum,AM
Sterigmapetalum,AMNM
Sterigmostemum,NM
Steriphoma,AM
Sternbergia,AM
Stetsonia,AM
Steudnera,NM
Stewartia,AM
Stewartiella,AM
Stevenia,NM
Steveniella,ORC
Stevensia,AM
Stevia,AM
Steviopsis,AM
Steyerbromelia,AMNM
Steyermarkia,AM
Steyermarkina,AM
Steyermarkochloa,AM
Sticherus,AM
Stichianthus,AM
Stichoneuron,AM
Stichorkis,ORC
Stictocardia,AM
Stifftia,AM
Stigmaphyllon,AM
Stigmatodactylus,ORC
Stigmatodon,AMNM
Stigmatopteris,AM
Stigmatorhynchus,AM
Stilbanthus,AMNM
Stilbe,AM
Stilbocarpa,NA
Stillingia,AM
Stilpnogyne,AM
Stilpnolepis,AM
Stilpnopappus,AM
Stilpnophyllum,AM
Stimpsonia,AM
Stipa,AM
Stipagrostis,AMNM
Stipecoma,AM
Stipellula,AM
Stipularia,AM
Stipulicida,AMNM
Stirlingia,NM
Stirtonanthus,AM
Stizolobium,AM
Stizolophus,AM
Stizophyllum,AM
Stixis,NM
Stocksia,AM
Stockwellia,AMEM
Stoebe,AM
Stoeberia,AMNM
Stoibrax,AM
Stokesia,AM
Stolzia,ORC
Stomatanthes,AM
Stomatium,AMNM
Stomatochaeta,AM
Stomatostemma,AM
Stonesia,NM
Stonesiella,AMEM
Storckiella,AM
Storthocalyx,AM
Stramentopappus,AM
Strangea,NM
Strasburgeria,NA
Stratiotes,AMNM
Streblacanthus,AMNM
Streblorrhiza,AM
Streblosa,AM
Streblosiopsis,AM
Streblus,AMNM
Strelitzia,AM
Strempeliopsis,AM
Strephonema,AM
Streptanthella,NM
Streptanthus,NM
Streptocarpus,AM
Streptocaulon,AM
Streptochaeta,AM
Streptoechites,AM
Streptoglossa,AM
Streptogyna,AM
Streptolirion,AMNM
Streptoloma,NM
Streptolophus,AM
Streptopetalum,AM
Streptopus,AM
Streptosiphon,AMNM
Streptosolen,AM
Streptostachys,AM
Streptothamnus,AM
Striga,NM
Strigosella,NM
Strobila,AM
Strobilacanthus,AMNM
Strobilanthes,AM
Strobilanthopsis,AMNM
Strobilopsis,AM
Stroganowia,NM
Stromanthe,AM
Stromatopteris,AM
Strombocactus,AM
Strombosia,AM
Strombosiopsis,AM
Strongylodon,AM
Strophanthus,AM
Strophioblachia,AM
Strophopappus,AM
Strophostyles,AM
Strotheria,AM
Struchium,AM
Strumaria,AM
Strumpfia,AM
Struthanthus,NM
Struthiola,AM
Strychnopsis,AM
Strychnos,AM
Stryphnodendron,AM
Stuartina,AM
Stuckenia,AM
Stuckertiella,AM
Stuessya,AM
Stuhlmannia,AM
Stussenia,AM
Styasasia,AMNM
Stylapterus,AM
Stylidium,AM
Stylisma,AM
Stylites,NM
Stylobasium,AM
Styloceras,AM
Stylochaeton,AMNM
Stylocline,AM
Stylogyne,AM
Stylophorum,AMNM
Stylosanthes,AM
Stylosiphonia,AM
Stylotrichium,AM
Stypandra,AM
Styphelia,EM
Styphnolobium,AM
Styppeiochloa,AM
Styrax,AM
Suaeda,AMNM
Suarezia,ORC
Suberanthus,AM
Subularia,NM
Succisa,AM
Succisella,AM
Succowia,NM
Suchtelenia,AMNM
Suckleya,AMNM
Sucrea,AM
Sudamerlycaste,ORC
Suddia,AM
Suessenguthia,AMNM
Suessenguthiella,AMNM
Suksdorfia,AMNM
Sulla,AM
Sullivantia,AMNM
Sumatroscirpus,AMNM
Sumbaviopsis,AM
Summerhayesia,ORC
Sundacarpus,AM
Suregada,AM
Suriana,AM
Suzukia,AM
Sutera,AM
Sutherlandia,AM
Sutrina,ORC
Swainsona,AM
Swallenia,AM
Swartzia,AM
Sweetia,AM
Svenkoeltzia,ORC
Swertia,AM
Swietenia,AM
Swinglea,AM
Swintonia,AM
Svitramia,AM
Syagrus,AMNM
Sycopsis,AM
Sylvichadsia,AM
Sylvipoa,AM
Symbolanthus,AM
Symmeria,AMNM
Symonanthus,AM
Sympegma,NM
Sympetalandra,AM
Symphonia,AM
Symphorema,AM
Symphoria,AM
Symphoricarpos,AM
Symphyllocarpus,AM
Symphyllophyton,AM
Symphyoloma,AM
Symphyopappus,AM
Symphyotrichum,AM
Symphysia,EM
Symphytum,AMNM
Symplocarpus,AMNM
Symplococarpon,AM
Symplocos,AM
Synammia,AMNM
Synandra,AM
Synandrodaphne,AM
Synandropus,AM
Synandrospadix,AMNM
Synaphea,NM
Synapsis,AM
Synaptantha,AM
Synaptolepis,AM
Syncalathium,AM
Syncarpha,AM
Syncarpia,AMEM
Syncephalum,AM
Synclisia,AM
Syncolostemon,AM
Syncretocarpus,AM
Syndyophyllum,AM
Synechanthus,AM
Synedrella,AM
Synedrellopsis,AM
Syneilesis,AM
Syngonanthus,AM
Syngonium,AMNM
Syngramma,AM
Synima,AM
Synostemon,AM
Synotis,AM
Synoum,AM
Synsepalum,AM
Synstemon,NM
Synstylis,NM
Synthlipsis,NM
Syntriandrium,AM
Syntrichopappus,AM
Synurus,AM
Syreitschikovia,AM
Syrenia,NM
Syringa,AM
Syringantha,AM
Syringodea,AM
Syringodium,NM
Syrmatium,AM
Syrrheonema,AM
Systellantha,AM
Systeloglossum,ORC
Systenotheca,AMNM
Syzygium,AM
Zabelia,AM
Zagrosia,AM
Zaleya,AM
Zaluzania,AM
Zaluzianskya,AM
Zameioscirpus,AMNM
Zamia,AM
Zamioculcas,AMNM
Zanha,AM
Zannichellia,AM
Zanonia,AM
Zantedeschia,AMNM
Zanthoxylum,AM
Zapoteca,AM
Zataria,AM
Zea,AM
Zehnderia,NM
Zehneria,AM
Zelenkoa,ORC
Zelkova,AM
Zelkowa,AM
Zeltnera,AM
Zemisia,AM
Zenia,AM
Zenkerella,AM
Zenkeria,AM
Zenobia,EM
Zephyra,AM
Zephyranthes,AM
Zeravschania,AM
Zerdana,NM
Zeugandra,AM
Zeugites,AM
Zeuktophyllum,AMNM
Zeuxine,ORC
Zexmenia,AM
Zeyherella,AM
Zeyheria,AMNM
Zeylanidium,NM
Zhengyia,AMNM
Zieria,AM
Zigadenus,AM
Zilla,NM
Zingeria,AM
Zingiber,AM
Zinnia,AM
Zinowiewia,AM
Zippelia,AMNM
Zizania,AM
Zizaniopsis,AM
Zizia,AM
Ziziphora,AM
Ziziphus,AM
Zizkaea,AMNM
Zizyphus,AM
Zoegea,AM
Zollernia,AM
Zollingeria,AM
Zombia,AM
Zomicarpa,AMNM
Zomicarpella,AMNM
Zonanthus,AM
Zonotriche,AM
Zootrophion,ORC
Zornia,AM
Zosima,AM
Zostera,NM
Zotovia,AM
Zoysia,AM
Zuccagnia,AM
Zuccarinia,AM
Zuckertia,AM
Zuelania,AM
Zuloagocardamum,NM
Zuvanda,NM
Zygadenia,AMNM
Zygadenus,AM
Zygia,NA
Zygocarpum,AM
Zygochloa,AM
Zygogynum,AM
Zygopetalum,ORC
Zygophlebia,AM
Zygophyllum,AMNM
Zygoruellia,AMNM
Zygosepalum,ORC
Zygostates,ORC
Zygostelma,AM
Zygostigma,AM
Zygotritonia,AM
Zyrphelis,AM
Zyzyxia,AM
Tabaroa,AM
Tabascina,AMNM
Tabebuia,AM
Tabernaemontana,AM
Tabernanthe,AM
Tacarcuna,AM
Tacazzea,AM
Tacca,AM
Taccarum,AMNM
Tachia,AM
Tachiadenus,AM
Tachigali,AM
Tacinga,AM
Taciphytum,AMNM
Taciveria,AMNM
Tadehagi,AM
Taeniatherum,AM
Taenidia,AM
Taeniopetalum,AM
Taeniophyllum,ORC
Taeniorhachis,AM
Taeniorrhiza,ORC
Taenitis,AM
Tagetes,AM
Tahina,AM
Tainia,ORC
Taiwania,AM
Takeikadzuchia,AM
Takhtajania,AM
Takhtajaniantha,AM
Takhtajaniella,NM
Talamancalia,AM
Talbotiella,AM
Talinella,NA
Talinopsis,NA
Talinum,NA
Talipariti,AM
Talisia,AM
Tamamschjanella,AM
Tamamschjania,AM
Tamananthus,AM
Tamania,AM
Tamarindus,AM
Tamarix,AMNM
Tamaulipa,AM
Tamayorkis,ORC
Tambourissa,AM
Tamijia,AM
Tamilnadia,AM
Tammsia,AM
Tamonea,AM
Tampoa,AM
Tamridaea,AM
Tana,AM
Tanacetopsis,AM
Tanacetum,AM
Tanaecium,AM
Tanakaea,AMNM
Tannodia,AM
Tanquana,AMNM
Taonabo,AM
Tapanhuacanga,AM
Tapeinia,AM
Tapeinidium,AM
Tapeinochilos,AM
Tapeinosperma,AM
Tapeinostemon,AM
Tapheocarpa,AMNM
Tapinanthus,NM
Tapirira,AM
Tapirocarpus,AM
Tapiscia,AM
Taplinia,AM
Tapoides,AM
Taprobanea,ORC
Tapura,AM
Tara,AM
Taralea,AM
Tarasa,AM
Taraxacum,AM
Taraxis,AMNM
Tarchonanthus,AM
Tarenna,AMNM
Tarenna ,AMNM
Tarennoidea,AM
Tarigidia,AM
Tasmannia,AM
Tassadia,AM
Tateanthus,AM
Tatianyx,AM
Tauscheria,NM
Tauschia,AM
Tavaresia,AM
Taverniera,AM
Taxandria,AM
Taxillus,NM
Taxodium,AM
Taxus,AM
Tayloriophyton,AM
Tchihatchewia,NM
Teagueia,ORC
Tecoma,AM
Tecomanthe,AM
Tecomella,AM
Tecophilaea,AM
Tectaria,AM
Tectaridium,AM
Tecticornia,AMNM
Tectiphiala,AM
Tectona,AM
Tecunumania,AM
Teedia,AM
Teesdalia,NM
Teesdaliopsis,NM
Tehuana,AM
Teijsmanniodendron,AM
Teixeiranthus,AM
Telanthophora,AM
Telectadium,AM
Telekia,AM
Telephium,AMNM
Telesilla,AM
Telesonix,AMNM
Telfairia,AM
Telipogon,ORC
Telitoxicum,AM
Tellima,AMNM
Telmatophila,AM
Telopea,AM
Telosma,AM
Teloxys,AMNM
Temburongia,AM
Temnadenia,AM
Temnocalyx,AM
Temnopteryx,AM
Temochloa,AM
Templetonia,AM
Tenaxia,AM
Tennantia,AM
Tenrhynea,AM
Tephrocactus,AM
Tephroseris,AM
Tephrosia,AM
Tepuia,EM
Tepuianthus,AM
Teramnus,AM
Teratophyllum,AM
Terminalia,AM
Terminthia,AM
Terniopsis,NM
Ternstroemia,AM
Terpsichore,NA
Tersonia,NM
Tessaria,AM
Tessiera,AM
Tessmannia,AM
Tessmanniacanthus,AMNM
Tessmannianthus,AM
Testulea,AMNM
Tetilla,AMNM
Tetraberlinia,EM
Tetracentron,AM
Tetracera,NA
Tetrachaete,AM
Tetrachne,AM
Tetrachondra,AM
Tetrachyron,AM
Tetraclea,AM
Tetraclinis,AM
Tetracme,NM
Tetracoccus,AM
Tetractomia,AM
Tetractys,AM
Tetradenia,AM
Tetradiclis,AM
Tetradium,AM
Tetradymia,AM
Tetraena,AM
Tetragastris,AMNM
Tetragastris ,AMNM
Tetraglochin,AM
Tetragonia,AMNM
Tetragonotheca,AM
Tetralix,AM
Tetralocularia,AM
Tetrameles,AM
Tetrameranthus,AM
Tetramerista,AM
Tetramerium,AMNM
Tetramicra,ORC
Tetramolopium,AM
Tetranema,AMNM
Tetraneuris,AM
Tetranthus,AM
Tetrapanax,AM
Tetraperone,AM
Tetraphyllaster,AM
Tetraphyllum,AM
Tetrapleura,AM
Tetrapogon,AM
Tetrapollinia,AM
Tetrapora,AM
Tetrapterocarpon,AM
Tetrapteron,AM
Tetrapterys,AM
Tetraria,AM
Tetraselago,AM
Tetrasida,AM
Tetrasiphon,AM
Tetraspidium,AMNM
Tetrastigma,AM
Tetrastylidium,AM
Tetrazygia,AM
Tetrataenium,AM
Tetrataxis,AM
Tetratheca,AM
Tetrathylacium,AM
Tetraulacium,AMNM
Tetroncium,NM
Tetrorchidium,AM
Teucrium,AM
Teuscheria,ORC
Teyleria,AM
Thacla,AM
Thaia,ORC
Thailentadopsis,AM
Thalassia,AMNM
Thalassodendron,NM
Thaleropia,AMEM
Thalia,AM
Thalictrum,AM
Thaminophyllum,AM
Thamnea,AM
Thamnocalamus,AM
Thamnochortus,AMNM
Thamnoldenlandia,AM
Thamnosciadium,AM
Thamnoseris,AM
Thamnosma,AM
Thapsia,AM
Thaspium,AM
Thaumasianthes,NM
Thaumastochloa,AM
Thaumatocaryon,AMNM
Thaumatococcus,AM
Thawatchaia,NM
Thea,AM
Theana,ORC
Thecacoris,AM
Thecanthes,AM
Thecocarpus,AM
Thecopus,ORC
Thecostele,ORC
Thedachloa,AM
Theilera,AM
Thelasis,ORC
Thelepogon,AM
Thelesperma,AM
Thelethylax,NM
Theligonum,AM
Thelionema,AM
Thelocactus,AM
Thelymitra,ORC
Thelypodiopsis,NM
Thelypodium,NM
Thelypteris,AM
Thelyschista,ORC
Themeda,AM
Themistoclesia,EM
Thenardia,AM
Theobroma,AM
Theodorovia,AM
Theophrasta,AM
Thepparatia,AM
Thereianthus,AM
Theriophonum,NM
Thermopsis,AM
Theropogon,AM
Thesium,AMNM
Thesmophora,AM
Thespesia,AM
Thespidium,AM
Thespis,AM
Thevenotia,AM
Thevetia,AM
Thibaudia,EM
Thilachium,AM
Thinicola,AM
Thinobia,AM
Thinopyrum,AM
Thinouia,AM
Thiollierea,AM
Thiseltonia,AM
Thismia,AM
Thladiantha,AM
Thlaspi,NM
Thogsennia,AM
Thomandersia,AM
Thomasia,AM
Thompsonella,AMNM
Thonningia,NM
Thoracocarpus,AMNM
Thoreauea,AM
Thorncroftia,AM
Thornea,AM
Thottea,AM
Thouinia,AM
Thouinidium,AM
Thrasya,AM
Threlkeldia,NM
Thrinax,AM
Thrixspermum,ORC
Thryallis,AM
Thryptomene,AMEM
Thuarea,AM
Thuja,AM
Thujopsis,AM
Thulinia,ORC
Thunbergia,AM
Thunbergianthus,AMNM
Thunia,ORC
Thuniopsis,ORC
Thurnia,AM
Thurovia,AM
Thurya,AMNM
Thuspeinanta,AM
Thylacopteris,AMNM
Thylacospermum,AMNM
Thymbra,AM
Thymelaea,AM
Thymophylla,AM
Thymopsis,AM
Thymus,AM
Thyridachne,AM
Thyridia,AM
Thyridolepis,AM
Thyrocarpus,AMNM
Thyrsanthella,AM
Thyrsanthemum,AMNM
Thyrsanthera,AM
Thyrsodium,AM
Thyrsopteris,AM
Thyrsosalacia,AM
Thyrsostachys,AM
Thysanocarpus,NM
Thysanoglossa,ORC
Thysanolaena,AM
Thysanosoria,AM
Thysanostemon,AM
Thysanostigma,AMNM
Thysanotus,NA
Tianschaniella,AMNM
Tiarella,AM
Tibetia,AM
Tibouchina,AM
Tibouchinopsis,AM
Ticodendron,EM
Ticorea,AM
Tidestromia,AMNM
Tiedemannia,AM
Tieghemella,AM
Tietkensia,AM
Tigridia,AM
Tigridiopalma,AM
Tilesia,AM
Tilia,EM
Tiliacora,AM
Tilingia,AM
Tillandsia,NM
Timmermansara,AM
Timonius,AM
Tina,AM
Tinadendron,AM
Tinantia,AMNM
Tinnea,AM
Tinomiscium,AM
Tinopsis,AM
Tinospora,AM
Tintinnabularia,AM
Tipuana,AM
Tipularia,ORC
Tiputinia,AM
Tiquilia,AM
Tirania,NM
Tirpitzia,AM
Tisonia,AM
Titanopsis,AMNM
Titanotrichum,AM
Tithonia,AM
Tmesipteris,AM
Tobagoa,AM
Tocantinia,AM
Tococa,AM
Tocoyena,AM
Todaroa,AM
Toddalia,AM
Todea,AM
Toechima,AM
Tofieldia,AMNM
Toiyabea,AM
Tolmiea,AMNM
Tolpis,AM
Tolumnia,ORC
Tolypanthus,NM
Tomentaurum,AM
Tomostima,NM
Tomzanonia,ORC
Tonella,AMNM
Tonestus,AM
Tongoloa,AM
Tonina,AM
Tontelea,AM
Toona,AM
Topobea,AM
Tordyliopsis,AM
Tordylium,AM
Torenia,NM
Torilis,AM
Toronia,NM
Torralbasia,AM
Torreya,AM
Torreyochloa,AM
Torricellia,AM
Tortuella,AM
Tozzia,AMNM
Toubaouate,EM
Touchardia,NM
Toulicia,AM
Tournefortia,AM
Tourneuxia,AM
Tournonia,AM
Touroulia,AMNM
Tourrettia,AM
Toussaintia,AM
Tovaria,NA
Townsendia,AM
Townsonia,ORC
Tovomita,AM
Toxanthes,AMEM
Toxicodendron,AM
Toxicopueraria,AM
Toxicoscordion,AM
Toxocarpus,AM
Toxosiphon,AM
Trachelanthus,AMNM
Trachelium,AM
Trachelospermum,AM
Trachoma,ORC
Trachyandra,AM
Trachycarpus,AM
Trachycnemum,NM
Trachydium,AM
Trachymene,AM
Trachyphrynium,AM
Trachypogon,AM
Trachypteris,AM
Trachys,AM
Trachyspermum,AM
Trachystemon,AMNM
Trachystoma,NM
Trachystylis,AMNM
Tracyina,AM
